68.000000, 2.000000, 0.000000, 0.000000
67.986400, 2.011327, 0.002273, 0.100000
67.972726, 2.022716, 0.004558, 0.200000
67.958977, 2.034166, 0.006857, 0.300000
67.945153, 2.045679, 0.009168, 0.400000
67.931253, 2.057254, 0.011493, 0.500000
67.917278, 2.068891, 0.013831, 0.600000
67.903227, 2.080591, 0.016182, 0.700000
67.889099, 2.092355, 0.018546, 0.800000
67.874894, 2.104182, 0.020924, 0.900000
67.860612, 2.116073, 0.023315, 1.000000
67.846252, 2.128028, 0.025720, 1.100000
67.831814, 2.140048, 0.028138, 1.200000
67.817298, 2.152132, 0.030570, 1.300000
67.802703, 2.164282, 0.033015, 1.400000
67.788028, 2.176497, 0.035475, 1.500000
67.773274, 2.188778, 0.037948, 1.600000
67.758440, 2.201124, 0.040435, 1.700000
67.743526, 2.213538, 0.042937, 1.800000
67.728531, 2.226018, 0.045452, 1.900000
67.713454, 2.238564, 0.047981, 2.000000
67.698296, 2.251179, 0.050525, 2.100000
67.683056, 2.263861, 0.053083, 2.200000
67.667733, 2.276611, 0.055656, 2.300000
67.652328, 2.289429, 0.058243, 2.400000
67.636840, 2.302316, 0.060845, 2.500000
67.621267, 2.315272, 0.063461, 2.600000
67.605611, 2.328297, 0.066092, 2.700000
67.589871, 2.341392, 0.068738, 2.800000
67.574045, 2.354556, 0.071398, 2.900000
67.558135, 2.367791, 0.074074, 3.000000
67.542138, 2.381097, 0.076765, 3.100000
67.526056, 2.394474, 0.079471, 3.200000
67.509887, 2.407922, 0.082191, 3.300000
67.493631, 2.421441, 0.084928, 3.400000
67.477288, 2.435033, 0.087679, 3.500000
67.460857, 2.448697, 0.090446, 3.600000
67.444338, 2.462433, 0.093229, 3.700000
67.427730, 2.476243, 0.096027, 3.800000
67.411033, 2.490126, 0.098841, 3.900000
67.394247, 2.504082, 0.101671, 4.000000
67.377371, 2.518113, 0.104516, 4.100000
67.360405, 2.532217, 0.107378, 4.200000
67.343347, 2.546397, 0.110255, 4.300000
67.326199, 2.560652, 0.113149, 4.400000
67.308959, 2.574982, 0.116059, 4.500000
67.291627, 2.589388, 0.118985, 4.600000
67.274203, 2.603869, 0.121928, 4.700000
67.256686, 2.618428, 0.124886, 4.800000
67.239075, 2.633063, 0.127862, 4.900000
67.221370, 2.647775, 0.130854, 5.000000
67.203572, 2.662565, 0.133863, 5.100000
67.185678, 2.677433, 0.136889, 5.200000
67.167690, 2.692379, 0.139931, 5.300000
67.149606, 2.707404, 0.142991, 5.400000
67.131426, 2.722507, 0.146067, 5.500000
67.113149, 2.737690, 0.149161, 5.600000
67.094776, 2.752952, 0.152272, 5.700000
67.076305, 2.768295, 0.155400, 5.800000
67.057736, 2.783718, 0.158546, 5.900000
67.039069, 2.799221, 0.161709, 6.000000
67.020303, 2.814806, 0.164890, 6.100000
67.001438, 2.830473, 0.168089, 6.200000
66.982474, 2.846221, 0.171305, 6.300000
66.963409, 2.862051, 0.174540, 6.400000
66.944244, 2.877964, 0.177792, 6.500000
66.924978, 2.893960, 0.181063, 6.600000
66.905610, 2.910039, 0.184351, 6.700000
66.886140, 2.926202, 0.187658, 6.800000
66.866568, 2.942449, 0.190983, 6.900000
66.846893, 2.958780, 0.194327, 7.000000
66.827114, 2.975197, 0.197689, 7.100000
66.807232, 2.991698, 0.201070, 7.200000
66.787245, 3.008285, 0.204470, 7.300000
66.767153, 3.024958, 0.207888, 7.400000
66.746957, 3.041718, 0.211326, 7.500000
66.726654, 3.058564, 0.214782, 7.600000
66.706245, 3.075497, 0.218258, 7.700000
66.685730, 3.092517, 0.221753, 7.800000
66.665107, 3.109626, 0.225267, 7.900000
66.644377, 3.126823, 0.228801, 8.000000
66.623538, 3.144108, 0.232354, 8.100000
66.602591, 3.161482, 0.235927, 8.200000
66.581535, 3.178946, 0.239519, 8.300000
66.560369, 3.196499, 0.243132, 8.400000
66.539093, 3.214143, 0.246764, 8.500000
66.517706, 3.231877, 0.250417, 8.600000
66.496209, 3.249702, 0.254089, 8.700000
66.474599, 3.267619, 0.257782, 8.800000
66.452878, 3.285627, 0.261495, 8.900000
66.431044, 3.303727, 0.265229, 9.000000
66.409097, 3.321920, 0.268983, 9.100000
66.387036, 3.340206, 0.272758, 9.200000
66.364862, 3.358585, 0.276554, 9.300000
66.342573, 3.377057, 0.280370, 9.400000
66.320168, 3.395624, 0.284208, 9.500000
66.297649, 3.414285, 0.288066, 9.600000
66.275013, 3.433041, 0.291946, 9.700000
66.252260, 3.451892, 0.295848, 9.800000
66.229391, 3.470839, 0.299770, 9.900000
66.206403, 3.489882, 0.303714, 10.000000
66.183298, 3.509022, 0.307680, 10.100000
66.160074, 3.528258, 0.311668, 10.200000
66.136731, 3.547592, 0.315677, 10.300000
66.113269, 3.567023, 0.319708, 10.400000
66.089686, 3.586552, 0.323762, 10.500000
66.065983, 3.606180, 0.327837, 10.600000
66.042158, 3.625907, 0.331935, 10.700000
66.018212, 3.645733, 0.336056, 10.800000
65.994143, 3.665658, 0.340199, 10.900000
65.969952, 3.685684, 0.344364, 11.000000
65.945638, 3.705810, 0.348552, 11.100000
65.921199, 3.726037, 0.352763, 11.200000
65.896637, 3.746366, 0.356998, 11.300000
65.871950, 3.766796, 0.361255, 11.400000
65.847137, 3.787328, 0.365535, 11.500000
65.822199, 3.807962, 0.369839, 11.600000
65.797134, 3.828700, 0.374166, 11.700000
65.771942, 3.849541, 0.378517, 11.800000
65.746623, 3.870486, 0.382892, 11.900000
65.721176, 3.891535, 0.387290, 12.000000
65.695600, 3.912688, 0.391712, 12.100000
65.669895, 3.933946, 0.396158, 12.200000
65.644061, 3.955310, 0.400629, 12.300000
65.618097, 3.976780, 0.405123, 12.400000
65.592002, 3.998356, 0.409642, 12.500000
65.565776, 4.020038, 0.414186, 12.600000
65.539418, 4.041827, 0.418754, 12.700000
65.512928, 4.063724, 0.423347, 12.800000
65.486306, 4.085729, 0.427965, 12.900000
65.459550, 4.107842, 0.432608, 13.000000
65.432660, 4.130064, 0.437276, 13.100000
65.405636, 4.152395, 0.441969, 13.200000
65.378477, 4.174835, 0.446688, 13.300000
65.351183, 4.197386, 0.451432, 13.400000
65.323752, 4.220046, 0.456202, 13.500000
65.296185, 4.242818, 0.460997, 13.600000
65.268481, 4.265700, 0.465819, 13.700000
65.240640, 4.288694, 0.470666, 13.800000
65.212660, 4.311801, 0.475540, 13.900000
65.184542, 4.335019, 0.480439, 14.000000
65.156284, 4.358351, 0.485365, 14.100000
65.127887, 4.381795, 0.490318, 14.200000
65.099349, 4.405354, 0.495297, 14.300000
65.070670, 4.429026, 0.500304, 14.400000
65.041850, 4.452813, 0.505337, 14.500000
65.012888, 4.476715, 0.510397, 14.600000
64.983784, 4.500732, 0.515484, 14.700000
64.954536, 4.524865, 0.520598, 14.800000
64.925145, 4.549115, 0.525740, 14.900000
64.895610, 4.573480, 0.530910, 15.000000
64.865930, 4.597963, 0.536107, 15.100000
64.836105, 4.622563, 0.541332, 15.200000
64.806134, 4.647281, 0.546585, 15.300000
64.776017, 4.672117, 0.551866, 15.400000
64.745753, 4.697072, 0.557175, 15.500000
64.715341, 4.722146, 0.562512, 15.600000
64.684782, 4.747340, 0.567878, 15.700000
64.654074, 4.772653, 0.573273, 15.800000
64.623217, 4.798087, 0.578697, 15.900000
64.592210, 4.823641, 0.584149, 16.000000
64.561053, 4.849317, 0.589630, 16.100000
64.529745, 4.875114, 0.595141, 16.200000
64.498286, 4.901033, 0.600681, 16.300000
64.466675, 4.927074, 0.606250, 16.400000
64.434912, 4.953239, 0.611849, 16.500000
64.402996, 4.979526, 0.617478, 16.600000
64.370926, 5.005937, 0.623136, 16.700000
64.338703, 5.032472, 0.628825, 16.800000
64.306324, 5.059132, 0.634544, 16.900000
64.273791, 5.085916, 0.640293, 17.000000
64.241102, 5.112826, 0.646072, 17.100000
64.208257, 5.139861, 0.651882, 17.200000
64.175254, 5.167023, 0.657723, 17.300000
64.142095, 5.194311, 0.663595, 17.400000
64.108778, 5.221725, 0.669497, 17.500000
64.075302, 5.249267, 0.675431, 17.600000
64.041667, 5.276937, 0.681396, 17.700000
64.007872, 5.304735, 0.687393, 17.800000
63.973918, 5.332661, 0.693421, 17.900000
63.939803, 5.360717, 0.699480, 18.000000
63.905527, 5.388901, 0.705572, 18.100000
63.871088, 5.417216, 0.711696, 18.200000
63.836488, 5.445660, 0.717852, 18.300000
63.801725, 5.474235, 0.724040, 18.400000
63.766798, 5.502941, 0.730261, 18.500000
63.731708, 5.531778, 0.736514, 18.600000
63.696453, 5.560747, 0.742800, 18.700000
63.661033, 5.589848, 0.749119, 18.800000
63.625447, 5.619081, 0.755471, 18.900000
63.589696, 5.648447, 0.761857, 19.000000
63.553777, 5.677947, 0.768275, 19.100000
63.517692, 5.707580, 0.774728, 19.200000
63.481439, 5.737348, 0.781214, 19.300000
63.445017, 5.767250, 0.787733, 19.400000
63.408427, 5.797286, 0.794287, 19.500000
63.371667, 5.827458, 0.800875, 19.600000
63.334738, 5.857765, 0.807497, 19.700000
63.297638, 5.888209, 0.814153, 19.800000
63.260367, 5.918789, 0.820845, 19.900000
63.222924, 5.949505, 0.827570, 20.000000
63.185310, 5.980359, 0.834331, 20.100000
63.147523, 6.011350, 0.841127, 20.200000
63.109562, 6.042479, 0.847958, 20.300000
63.071429, 6.073747, 0.854825, 20.400000
63.033121, 6.105153, 0.861727, 20.500000
62.994638, 6.136698, 0.868664, 20.600000
62.955980, 6.168382, 0.875638, 20.700000
62.917146, 6.200206, 0.882647, 20.800000
62.878136, 6.232171, 0.889693, 20.900000
62.838950, 6.264275, 0.896775, 21.000000
62.799586, 6.296521, 0.903894, 21.100000
62.760044, 6.328908, 0.911049, 21.200000
62.720324, 6.361436, 0.918241, 21.300000
62.680424, 6.394106, 0.925470, 21.400000
62.640346, 6.426919, 0.932736, 21.500000
62.600087, 6.459874, 0.940039, 21.600000
62.559649, 6.492972, 0.947380, 21.700000
62.519029, 6.526213, 0.954758, 21.800000
62.478227, 6.559598, 0.962174, 21.900000
62.437244, 6.593127, 0.969628, 22.000000
62.396079, 6.626801, 0.977120, 22.100000
62.354730, 6.660619, 0.984651, 22.200000
62.313198, 6.694582, 0.992220, 22.300000
62.271482, 6.728691, 0.999827, 22.400000
62.229581, 6.762945, 1.007474, 22.500000
62.187496, 6.797346, 1.015159, 22.600000
62.145225, 6.831892, 1.022883, 22.700000
62.102768, 6.866586, 1.030646, 22.800000
62.060124, 6.901426, 1.038449, 22.900000
62.017294, 6.936414, 1.046292, 23.000000
61.974276, 6.971550, 1.054174, 23.100000
61.931071, 7.006833, 1.062096, 23.200000
61.887677, 7.042265, 1.070059, 23.300000
61.844094, 7.077845, 1.078061, 23.400000
61.800321, 7.113574, 1.086104, 23.500000
61.756359, 7.149453, 1.094188, 23.600000
61.712207, 7.185481, 1.102312, 23.700000
61.667864, 7.221659, 1.110478, 23.800000
61.623329, 7.257987, 1.118684, 23.900000
61.578603, 7.294465, 1.126932, 24.000000
61.533685, 7.331094, 1.135221, 24.100000
